,Unnamed: 0,User,Tweet,Time,sentiment_score,sentiment_label
14,14,1655321064480620545,Inductive Throttle Sensor EZGO Electric TXT Clays Car V   amp  Up G VDDEQV  ,2023-05-07 21:17:50+00:00,0.0,Positive
15,15,1655320982897192961,RT @polly  @TiceRichard @RealFairbrass I’m sorry Mr Tice still see monarchy rose coloured specs  drive electric…,2023-05-07 21:17:31+00:00,0.04999999999999999,Positive
16,16,1655320804144340996,RT @cursusa bot    OFF Udemy Coupon Master art automotive electrical systems Car Electrician Training course  Be Pro wi…,2023-05-07 21:16:48+00:00,0.0,Positive
17,17,1655320694060728322,Ever notice always rains finish vacuuming fuzz trunk car shaved electric razor  It's like  Mr  Bob Smatterly  rain attendant  know  And remember texted photo  Just now ,2023-05-07 21:16:22+00:00,0.2,Positive
18,18,1655320348433473536,Baseus Wireless Tire Inflator Pump Portable Air Compressor Car Motorcycle Bicycler Pressure Injector Tyre Electric Inflation $  click gt  gt   #amazon #aliexpress #rt  ,2023-05-07 21:15:00+00:00,0.0,Positive
19,19,1655320295253889025,@StephenLeahy A typical electric car uses   pounds aluminum typical gas car compensate  lb battery ,2023-05-07 21:14:47+00:00,0.05555555555555557,Positive
20,20,1655320152848711681,car electric I'm sure max complaining,2023-05-07 21:14:13+00:00,0.5,Positive
21,21,1655319740947021830,Replacing battery electric car (Spain  ) They could  practiced it  interesting 🤔 already tried obviously didn’t work  ,2023-05-07 21:12:35+00:00,0.25,Positive
22,22,1655319740653486083,@michael kove @EgorPaltov Don't forget 'go green' buy electric car too ,2023-05-07 21:12:35+00:00,-0.25,Negative
23,23,1655319731879002112,@CMEvanGlass @dccampfin @TeslaMaryland @Royal Farms  ,2023-05-07 21:12:33+00:00,0.0,Positive
24,24,1655319671900606464,@elonmusk Do accounts Facebook  I’ve Facebook messenger chatting someone claiming you  I told grammar wasn’t good couldn’t you  offered convert old Celica electric car 🚘,2023-05-07 21:12:18+00:00,0.505,Positive
25,25,1655319624962154497,RT @SurrealCryptoz  Exciting collaboration possibilities #Volkswagen #IOTA  From supply chain transparency connected car ser…,2023-05-07 21:12:07+00:00,0.375,Positive
26,26,1655319594683490304,PCS Electric Scrubber Brush Drill Brush Kit Plastic Round Cleaning Brush For Carpet Glass Car Tires Nylon Brushes Extender OJSXXL    ,2023-05-07 21:12:00+00:00,-0.2,Negative
27,27,1655319169703837697,🤣🤣🤣 Electric car na ur mate  ,2023-05-07 21:10:19+00:00,0.0,Positive
28,28,1655319120370384902,RT @modacitylife  “Electric cars popular politicians offer excuse avoid harder things  like rebuilding ci…,2023-05-07 21:10:07+00:00,0.15,Positive
29,29,1655319099289878530,Weekend Cars  Steady Increase In Car Production  But Are Electric Vehicles Really The Way To Go  @RSMUK  ,2023-05-07 21:10:02+00:00,0.18333333333333335,Positive
30,30,1655318922260783108,@iluminatibot Tesla first electric car like people think  Go back  see first electric car  van  bus  It's nothing new ,2023-05-07 21:09:20+00:00,0.06534090909090909,Positive
31,31,1655318866036236288,Volkswagen’s New Electric Car Is Targeting People With Range Anxiety @WholeMarsBlog @EvasTeslaSPlaid @DirtyTesLa @AllThingsTSLA @DriveTeslaUS @TeslaKairav  ,2023-05-07 21:09:06+00:00,0.13636363636363635,Positive
32,32,1655318322710298629,What surprise      ,2023-05-07 21:06:57+00:00,0.0,Positive
33,33,1655317891586183170,RT @evmagz  BYD doubles global plug in electric car sales April  nearing all time record levels      ,2023-05-07 21:05:14+00:00,0.0,Positive
34,34,1655317872946872320,@hupesci A typical electric car uses   pounds aluminum typical gas car compensate  lb battery ,2023-05-07 21:05:09+00:00,0.05555555555555557,Positive
35,35,1655317753551630338,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 21:04:41+00:00,0.7,Positive
36,36,1655317437116473345,Thousands electric car chargers pulled UK roads energy price surge   MSN  ,2023-05-07 21:03:25+00:00,0.0,Positive
37,37,1655317426190581760,BuTure JR Cordless Vacuum Cleaner  KPa Powerful Stick Vacuum min Runtime  LED Electric Brush  Detachable Battery  Lightweight Handheld Vacuum Hardwood Floor Carpet Stair Car Pet Hair #Amazon🇨🇦  ,2023-05-07 21:03:23+00:00,0.06874999999999998,Positive
38,38,1655317336763559936,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 21:03:02+00:00,0.7,Positive
39,39,1655317190571327491,Smart  In  Car Heating Cooling Cup For Coffee Miik Drinks Electric Beverage Warmer Cooler Holder Travel Mini Car Refrigerator SSYH    ,2023-05-07 21:02:27+00:00,0.21428571428571427,Positive
40,40,1655317181008314368,RT @EvaFoxU  Tesla Model Y became best selling car Switzerland first four months   The electric SUV taken the…,2023-05-07 21:02:24+00:00,0.25,Positive
41,41,1655316948698255360,  #EVs #ElectricVehicles,2023-05-07 21:01:29+00:00,0.0,Positive
42,42,1655316865218932736,@BorusewiczAdam @iRoadtrip @MGmotor @road electric @HibbsA @christaylor @fmclarenfan @ElectrifyingCom @evbriefmedia @B McBeardface @Indra rt @PluckleySave @cracking energy @jeckythump @MGEVOwnersClub Drive car badge ,2023-05-07 21:01:09+00:00,0.0,Positive
43,43,1655316831677169665,Car companies aren’t business “saving humanity” good bottom line shareholders  hence bigger (more expensive) vehicles  Electric cars aren’t meant save world  they’re intended save auto industry   ,2023-05-07 21:01:01+00:00,0.175,Positive
44,44,1655316665662357511,Thousands electric car chargers pulled UK roads energy price surge  ,2023-05-07 21:00:22+00:00,0.0,Positive
45,45,1655316449609613320,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:59:30+00:00,0.7,Positive
46,46,1655316423638503424,RT @NigeriaStories  Made Nigeria electric car 🚙 Electric Motor Vehicle Company (EMVC)  Nigerian  owned company manufactures Nigeria’…,2023-05-07 20:59:24+00:00,0.0,Positive
47,47,1655315896955727872,"@WholeMarsBlog Tesla affordable  And can't go long trips anywhere US practically electric car  Be prepared wait several hours charge semi long trips  These reasons electric vehicles ""taking off"" insane force people ",2023-05-07 20:57:18+00:00,-0.26,Negative
48,48,1655315787651874820,"@jeremycole @ david ho  Electric bicycle   safe fast dedicated ebikeways r logical next step Brit  study found e bikes  used replace car travel  capability ""cut car carbon dioxide (CO) emissions England   (about  million tonnes per year)""",2023-05-07 20:56:52+00:00,0.2375,Positive
49,49,1655315256791687200,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:54:46+00:00,0.7,Positive
50,50,1655315221882208258,@JirayD @davideneco @coolcars kirei Unfortunately yes  The worst bit green bit license plate indicates car electric ,2023-05-07 20:54:37+00:00,-0.5666666666666667,Negative
51,51,1655315050394013700, Toyota Prius   How amazing car  🕹 Engine   L  Cyl  Gas Electric Hybrid FWD ⛽ MPG  city    hwy 🐎 Power   hp 🚗⁠ Contact us Summit Toyota information  Toyota Prius read Toyota    ,2023-05-07 20:53:56+00:00,0.5333333333333333,Positive
52,52,1655314931875557386,RT @NigeriaStories  Made Nigeria electric car 🚙 Electric Motor Vehicle Company (EMVC)  Nigerian  owned company manufactures Nigeria’…,2023-05-07 20:53:28+00:00,0.0,Positive
53,53,1655314737159127044,Unrelated  walking back car  I walked outdoor restaurant guy playing “Like A Stone” alone electric guitar ,2023-05-07 20:52:42+00:00,0.0,Positive
54,54,1655314478433460228,RT @TAktionare  Here Tesla building train connection Grünheide plant   people work electric car manufacturer…,2023-05-07 20:51:40+00:00,0.6,Positive
55,55,1655314226632687619,elon tampers maxs car spite fully electric  ,2023-05-07 20:50:40+00:00,0.0,Positive
56,56,1655314004808544259,@PBSKIDS @Cyberchase Great topic  If ever consider electric car race theme episode future  I hope consider @ChetChristner since one favorite race announcer ,2023-05-07 20:49:47+00:00,0.43333333333333335,Positive
57,57,1655313842535301121,Baseus Car Air Compressor Electric Tyre Inflator Pump With LED Lamp For Motorcycle Bicycle Tire Portable Inflatable Pump $  click gt  gt   #amazon #aliexpress #rt  ,2023-05-07 20:49:08+00:00,0.0,Positive
58,58,1655313835249524737,RT @Doranimated  “Kızılelma [jet powered combat drone]   air  Altay [tank] Togg [electric car]   land  Anadolu [amphibious as…,2023-05-07 20:49:07+00:00,0.0,Positive
59,59,1655313438992658432,@Bayleewilson The phone ran low stored energy  Had plug in  Just think electric car  Where would I then ,2023-05-07 20:47:32+00:00,0.1,Positive
60,60,1655313420873355264,RT @NetZeroWatch  As cost Net Zero electricity rises relentlessly EVs becoming green luxury good  ,2023-05-07 20:47:28+00:00,0.2375,Positive
61,61,1655313327453532163,"@fi virginia ""Just replace gasoline car electric car""  said  knowing grid cannot possibly serve many electric cars ",2023-05-07 20:47:06+00:00,0.25,Positive
62,62,1655313302870970370,@VivekGRamaswamy “Imagine electric car batteries could take  miles charge  How   miles charge  Incredible new technology coming soon  batteries structural components batteries extracted seawater ” Your policies draconian—not future proof ,2023-05-07 20:47:00+00:00,0.34545454545454546,Positive
63,63,1655313258876682245,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:46:49+00:00,0.7,Positive
64,64,1655313159794696193,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:46:26+00:00,0.7,Positive
65,65,1655313156305223680,RT @jimbjork  This electric car    #WorldEconomicForum #dosomething #Canelo #Camilla #Taylor #Usher #England #silver #gold #gold…,2023-05-07 20:46:25+00:00,0.0,Positive
66,66,1655313000134213634,Me tanning Starbucks rural Georgia electric car charges   ,2023-05-07 20:45:48+00:00,0.0,Positive
67,67,1655312693148938241,Sales Specialist   Electric Vehicles What do  Electric Car Leasing Check role overview If confident got right skills experienc    #Bracknell #BracknellJobs #UKJobs  ,2023-05-07 20:44:34+00:00,0.39285714285714285,Positive
68,68,1655312621355114496,@chigrl I’m feeling ashamed “Quebecer”  We’ve sense logical thought  The issue electric car Quebec isn’t energy consumption   it’s cold extremely humid temperature big part year  What bunch idiots 🤦,2023-05-07 20:44:17+00:00,-0.2125,Negative
69,69,1655312201022947336,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:42:37+00:00,0.7,Positive
70,70,1655312110291927041,@PatrioticNewfie We get   You’ve voted Liberal last  elections   You’ve worked public sector shape form life   You eat kale breakfast   believe there’s  genders   drive electric car  ,2023-05-07 20:42:15+00:00,0.0,Positive
71,71,1655311849208905728,RT @CamStanford  @SenStabenow Instead  they'd rather send tax dollars here  They tell can’t buy gas car—or charge new…,2023-05-07 20:41:13+00:00,0.0,Positive
72,72,1655311846713458689,RT @TAktionare  Here Tesla building train connection Grünheide plant   people work electric car manufacturer…,2023-05-07 20:41:13+00:00,0.6,Positive
73,73,1655311761921445888,Baseus Wireless Air Compressor Inflatable Pump Dual Cylinder Electric Tire Inflator For Car Motorcycle Bicycle Tyre Air Pump $  click gt  gt   #amazon #aliexpress #rt  ,2023-05-07 20:40:52+00:00,0.0,Positive
74,74,1655311630354268160,Has Joe Biden traded old corvette electric car yet  Does even electric car climate change bull shit little people  Same goes members congress  amp  government officials You lead example,2023-05-07 20:40:21+00:00,0.05208333333333332,Positive
75,75,1655311554399596545,HOW COOL IS THIS  🫧🫧🫧 Make Bubbles Electric  Wheeler Car Kids  V Ride Toys Go Kart LED Light Horn   Did snag it  (AD)  ,2023-05-07 20:40:03+00:00,0.375,Positive
76,76,1655311520778145793,RT @NetZeroWatch  As cost Net Zero electricity rises relentlessly EVs becoming green luxury good  ,2023-05-07 20:39:55+00:00,0.2375,Positive
77,77,1655311262849421312,@VivekGRamaswamy I’m energy independent  Thanks solar panels  electric car ,2023-05-07 20:38:53+00:00,0.1,Positive
78,78,1655311183929384962,RT @sandieshoes  The cost used car soar – here’s We’re ready switch electric  The  ban petrol di…,2023-05-07 20:38:35+00:00,-0.1,Negative
79,79,1655310896346923009,"RT @johnlovell  ""Will ever buy electric car "" #tesla #electriccar #cobalt #factsdontcareaboutyourfeelings #warriorpoetsociety #re…",2023-05-07 20:37:26+00:00,0.0,Positive
80,80,1655310561494839296,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:36:06+00:00,0.7,Positive
81,81,1655310264869310467,@QuintonLucasKC I’m seeing lot electric bicycles around KC  What city help reduce car dependency street car take century meaningful coverage ,2023-05-07 20:34:55+00:00,0.2916666666666667,Positive
82,82,1655310264315658242,@HossasBitch Neck Back Massager  Shiatsu Neck Shoulder Massager Heat  Electric Neck Massager Pillow D Kneading Neck  Shoulder  Lower Back  Foot  Leg Muscles Pain Relief Relax Car Office Home  ,2023-05-07 20:34:55+00:00,0.0,Positive
83,83,1655310136020279300, ,2023-05-07 20:34:25+00:00,0.0,Positive
84,84,1655309564395528193,Kids Ride Car V Licensed Bentley Electric Powered Vehicle W Remote Control eBay    ,2023-05-07 20:32:08+00:00,0.0,Positive
85,85,1655309223050326019,RT @Businesblog  Elon Musk calls electric car race   #ElonMusk @elonmusk  ,2023-05-07 20:30:47+00:00,0.0,Positive
86,86,1655309211574882304,$TSLA $Ford EV's destroy earth  Buy gas vehicals save planet   ,2023-05-07 20:30:44+00:00,-0.3125,Negative
87,87,1655309183082807301,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:30:38+00:00,0.7,Positive
88,88,1655308949724307457,@WillHayCardiff Why Welsh government set car use I understand  Especially switch electric vehicles accelerating rapidly ,2023-05-07 20:29:42+00:00,0.0,Positive
89,89,1655308817918246914,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:29:10+00:00,0.7,Positive
90,90,1655308681431470081,RT @Kenyans  Before owning fully electric vehicle  drawbacks motorists likely encounter country owing the…,2023-05-07 20:28:38+00:00,0.0,Positive
91,91,1655308436639481856,@Iraqveteran We need know electric car gas driven car first ,2023-05-07 20:27:40+00:00,0.25,Positive
92,92,1655308351524294657,Thousands electric car chargers pulled UK roads energy price surge  ,2023-05-07 20:27:19+00:00,0.0,Positive
93,93,1655308230493368320,@elonmusk @EdKrassen free energy electric car gave u idea,2023-05-07 20:26:50+00:00,0.4,Positive
94,94,1655308131508027393,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:26:27+00:00,0.7,Positive
95,95,1655308113862377473,@WillThePlank My diesel Van age k  My instinct agree you  CO wise research (multiple studies) clear  Buying new electric car saves CO whether like not ,2023-05-07 20:26:23+00:00,0.18727272727272726,Positive
96,96,1655307785293185026,@HSajwanization @elonmusk This obvious skit I’ve ever seen life  “BRO  ITS AN ELECTRIC CAR  With boobs But either way  keep checking side  Does know there’s little picture shows side gas tank every car  ,2023-05-07 20:25:04+00:00,0.10416666666666667,Positive
97,97,1655307591927361537,@WillLew You're wrong yet viable everyone go exclusively electric (although I'd argue  car urban suburban households least  viable now)  infrastructure growing lightning fast (badum tss)  ( ),2023-05-07 20:24:18+00:00,0.10833333333333334,Positive
98,98,1655307081769992192,RT @BrianGitt  It’s time stop pretending EVs good environment  Aluminum used Ford's F  electric truck traced b…,2023-05-07 20:22:17+00:00,0.7,Positive
99,99,1655306896268558346,RT @COCoalition  A  hour drive Toyota's new electric SUV showed brutal EV road trips wrong car   limited range…,2023-05-07 20:21:32+00:00,-0.3275162337662338,Negative
